online_order,book_table,rate,votes,location,rest_type,cuisines,approx_cost
No,No,3.3,4.0,Residency Road,Bar,"Chinese, North Indian",1000.0
No,No,3.7,15.0,Residency Road,"Casual Dining, Bar","North Indian, Chinese, Continental",1175.0
No,No,3.3,16.0,Ulsoor,"Casual Dining, Bar","Biryani, South Indian, North Indian, Chinese, Mughlai",950.0
No,No,3.7,0.0,Ulsoor,Bar,"Finger Food, Continental, American, Chinese",1175.0
Yes,Yes,4.5,484.5,Cunningham Road,"Pub, Cafe","North Indian, Thai, Japanese, Continental, Cafe",1175.0
No,Yes,3.7,43.0,Race Course Road,Bar,"Finger Food, North Indian",1175.0
No,No,3.6,14.0,Cunningham Road,Bar,"North Indian, South Indian, Chinese, Continental",1175.0
Yes,Yes,4.3,484.5,Brookefield,"Casual Dining, Cafe","Pizza, Cafe, Italian",600.0
Yes,Yes,4.2,484.5,Brookefield,Casual Dining,"North Indian, Arabian, Mughlai, Biryani, Seafood, Beverages",700.0
Yes,Yes,3.8,484.5,Brookefield,"Casual Dining, Bar",North Indian,750.0
No,Yes,4.5,484.5,Whitefield,Casual Dining,"European, Mediterranean, North Indian, BBQ",1175.0
No,Yes,4.5,484.5,Whitefield,Casual Dining,"Asian, Mediterranean, North Indian, BBQ",1175.0
Yes,Yes,4.0,484.5,Whitefield,"Casual Dining, Bar","Mughlai, North Indian, Biryani, Afghan",1100.0
No,Yes,4.1,460.0,Whitefield,"Casual Dining, Bar","North Indian, Italian, Finger Food, Continental",1000.0
No,No,4.1,450.0,Whitefield,Casual Dining,North Indian,1175.0
Yes,Yes,4.5,484.5,Whitefield,Casual Dining,"Chinese, Momos",1175.0
No,Yes,4.0,345.0,Marathahalli,"Casual Dining, Bar","Asian, Continental, European, Mediterranean",1175.0
No,No,3.9,69.0,Whitefield,"Casual Dining, Bar","North Indian, South Indian, Continental, American, Asian",1175.0
No,Yes,4.1,484.5,Whitefield,Fine Dining,"North Indian, American, Italian",1175.0
No,No,3.8,32.0,Whitefield,Casual Dining,"North Indian, European, Mediterranean, BBQ, Kebab",1175.0
Yes,Yes,4.2,484.5,Whitefield,Casual Dining,"North Indian, Maharashtrian, South Indian",1000.0
No,Yes,4.0,288.0,Whitefield,Casual Dining,"Continental, Asian",1175.0
No,Yes,3.8,137.0,Whitefield,Fine Dining,"North Indian, South Indian, Asian",1175.0
No,Yes,3.5,185.0,Whitefield,Casual Dining,"North Indian, Continental, Chinese, South Indian",800.0
No,No,3.8,24.0,Marathahalli,Bar,Finger Food,1175.0
No,No,3.0,5.0,Whitefield,Quick Bites,"Mithai, Street Food",500.0
No,No,3.6,62.0,Whitefield,Casual Dining,"Italian, Mexican, Mediterranean, North Indian, Continental",1175.0
No,No,3.7,0.0,Whitefield,Casual Dining,"North Indian, Chinese, Continental",800.0
No,No,3.9,75.0,Whitefield,"Fine Dining, Bar",Finger Food,1175.0
Yes,No,3.7,0.0,Whitefield,Casual Dining,South Indian,400.0
No,No,3.8,118.0,Whitefield,Casual Dining,"North Indian, Continental, South Indian, Asian",1175.0
No,No,3.5,40.0,Whitefield,Casual Dining,"North Indian, Chinese",800.0
No,No,2.9000000000000004,161.0,Whitefield,"Casual Dining, Bar","Chinese, Continental, North Indian",1175.0
Yes,No,3.6,34.0,Marathahalli,Casual Dining,"North Indian, Chinese, Andhra",800.0
No,No,3.7,23.0,Marathahalli,Casual Dining,"Continental, Chinese, North Indian",1175.0
No,No,3.6,32.0,Whitefield,Casual Dining,"Continental, North Indian, Chinese, Arabian",1000.0
No,Yes,3.0,83.0,Whitefield,Casual Dining,South Indian,1175.0
Yes,No,2.9000000000000004,118.0,Marathahalli,"Casual Dining, Bar","North Indian, Chinese",1175.0
No,No,2.9000000000000004,51.0,Whitefield,Casual Dining,"North Indian, Chinese, Fast Food",600.0
No,Yes,3.6,54.0,Whitefield,Casual Dining,"North Indian, Chinese, South Indian, Continental",1100.0
No,Yes,4.2,65.0,Brookefield,"Cafe, Bakery","Cafe, Bakery, Fast Food",400.0
Yes,Yes,4.3,484.5,Brookefield,"Casual Dining, Cafe","Pizza, Cafe, Italian",600.0
Yes,No,4.2,484.5,Brookefield,Cafe,"Cafe, Street Food",300.0
Yes,Yes,4.0,130.0,Brookefield,Cafe,"Cafe, Burger, Chinese, Fast Food, Beverages",600.0
Yes,Yes,3.2,484.5,Brookefield,Cafe,"Cafe, Beverages",500.0
No,No,4.0,72.0,Brookefield,Cafe,Cafe,500.0
Yes,No,4.0,293.0,Brookefield,Quick Bites,"Cafe, Burger, Beverages",650.0
Yes,No,3.4,6.0,Brookefield,Cafe,"Cafe, Rolls, Fast Food",200.0
No,No,2.9000000000000004,30.0,Brookefield,Cafe,"Cafe, Fast Food",900.0
No,No,4.1,484.5,Brookefield,Cafe,"Cafe, Continental, American, Italian",600.0
Yes,Yes,4.5,484.5,Whitefield,"Cafe, Dessert Parlor","American, Cafe, Continental, French, Burger, Mexican, Desserts, Pizza",900.0
Yes,Yes,4.3,330.0,Whitefield,"Casual Dining, Cafe","North Indian, Continental, Italian, Cafe",1175.0
No,Yes,4.2,484.5,Whitefield,"Casual Dining, Cafe","Chinese, North Indian, Continental, Cafe",1175.0
No,No,3.7,46.0,Marathahalli,Cafe,Cafe,600.0
Yes,No,3.4,54.0,"ITPL Main Road, Whitefield",Cafe,"Cafe, Burger, Italian, Salad",1000.0
Yes,No,4.1,142.0,Whitefield,Cafe,Cafe,700.0
No,No,3.7,0.0,Whitefield,Cafe,"Cafe, Continental, Desserts",800.0
Yes,No,3.1,175.0,Whitefield,"Dessert Parlor, Quick Bites","Desserts, Cafe",600.0
Yes,No,2.9000000000000004,67.0,Marathahalli,Cafe,"Cafe, Tea, Beverages",300.0
No,No,3.9,34.0,Whitefield,Cafe,"Cafe, Desserts",700.0
Yes,No,3.5,22.0,Marathahalli,Cafe,Cafe,500.0
No,No,3.9,57.0,Whitefield,"Bakery, Cafe","Bakery, Cafe",400.0
No,No,3.1,14.0,Marathahalli,Cafe,"Cafe, Italian",500.0
Yes,No,3.6,39.0,Marathahalli,Cafe,"Cafe, Sandwich, Beverages",250.0
Yes,No,3.7,0.0,Whitefield,"Quick Bites, Cafe","Desserts, Cafe",300.0
No,No,3.9,90.0,Whitefield,Cafe,"Cafe, Continental, Chinese",700.0
No,No,3.7,18.0,Whitefield,Cafe,"Cafe, Burger, Sandwich",250.0
Yes,No,3.6,9.0,Marathahalli,Cafe,"Italian, American, Chinese, Arabian, North Indian, Cafe",1000.0
No,No,2.9000000000000004,24.0,Whitefield,Cafe,Cafe,150.0
No,No,3.7,0.0,Marathahalli,Cafe,"Cafe, Fast Food",350.0
No,No,3.2,4.0,Marathahalli,Cafe,"Cafe, Beverages",500.0
No,No,3.2,40.0,Marathahalli,"Cafe, Quick Bites","Cafe, Italian",400.0
Yes,No,3.5,32.0,Whitefield,"Bakery, Cafe","Bakery, Desserts, Cafe, Italian, Pizza",400.0
Yes,No,3.7,0.0,Marathahalli,"Cafe, Quick Bites","Cafe, Fast Food, Beverages",300.0
No,No,3.7,0.0,"ITPL Main Road, Whitefield",Cafe,Cafe,500.0
Yes,No,3.7,118.0,Marathahalli,"Takeaway, Delivery","Chinese, North Indian, Fast Food",300.0
Yes,No,4.0,50.0,"Varthur Main Road, Whitefield","Takeaway, Delivery","Fast Food, Sandwich",300.0
Yes,No,4.5,41.0,"Varthur Main Road, Whitefield","Takeaway, Delivery","Desserts, Ice Cream",300.0
Yes,No,3.7,10.0,"Varthur Main Road, Whitefield","Takeaway, Delivery","North Indian, Charcoal Chicken",400.0
Yes,No,3.5,156.0,"Varthur Main Road, Whitefield","Takeaway, Delivery","Kerala, Seafood, South Indian, Chinese, North Indian, Charcoal Chicken, Beverages",400.0
Yes,No,3.8,484.5,Marathahalli,Delivery,"Pizza, Italian, Beverages",700.0
Yes,No,4.2,351.0,Brookefield,Casual Dining,"Chinese, Thai",600.0
Yes,No,3.4,215.0,"Varthur Main Road, Whitefield","Takeaway, Delivery","Biryani, Kerala, Mughlai, Street Food, North Indian, Chinese, South Indian, Andhra",400.0
Yes,No,3.6,151.0,East Bangalore,Delivery,"Italian, Pizza, Burger",450.0
Yes,No,3.4,22.0,"ITPL Main Road, Whitefield",Quick Bites,"Biryani, North Indian, Chinese",500.0
Yes,No,3.6,15.0,Whitefield,Delivery,"North Indian, Biryani",500.0
Yes,No,3.8,484.5,Marathahalli,Delivery,"North Indian, South Indian, Chinese, Continental",450.0
Yes,No,3.8,78.0,"Varthur Main Road, Whitefield","Takeaway, Delivery","Seafood, BBQ, Biryani",250.0
Yes,No,3.8,57.0,Whitefield,Quick Bites,"North Indian, Andhra",500.0
Yes,No,2.9000000000000004,295.0,Marathahalli,Delivery,"North Indian, Chinese",500.0
Yes,No,3.7,22.0,Whitefield,Quick Bites,North Indian,300.0
Yes,No,4.0,107.0,Whitefield,Quick Bites,"North Indian, Chinese, Biryani",400.0
Yes,No,3.7,0.0,Whitefield,Quick Bites,"Biryani, North Indian",300.0
Yes,No,3.7,0.0,Whitefield,Quick Bites,"Chinese, Continental",250.0
Yes,No,3.6,193.0,"ITPL Main Road, Whitefield",Delivery,"Biryani, North Indian",400.0
Yes,Yes,4.2,484.5,Brookefield,Casual Dining,"North Indian, Arabian, Mughlai, Biryani, Seafood, Beverages",700.0
Yes,No,3.5,13.0,"Varthur Main Road, Whitefield","Takeaway, Delivery",Arabian,400.0
Yes,No,3.5,9.0,Whitefield,Quick Bites,"Rolls, Sandwich",300.0
Yes,No,4.4,150.0,Marathahalli,Quick Bites,"North Indian, Chinese, Fast Food, Beverages, Desserts",300.0
Yes,No,3.2,22.0,"Varthur Main Road, Whitefield","Takeaway, Delivery","Arabian, Middle Eastern",400.0
Yes,No,3.5,69.0,Brookefield,Casual Dining,"Mughlai, North Indian, Biryani",850.0
Yes,No,3.7,0.0,Whitefield,"Quick Bites, Cafe","Desserts, Cafe",300.0
Yes,No,3.1,8.0,Marathahalli,"Takeaway, Delivery",Fast Food,500.0
Yes,No,3.7,36.0,Marathahalli,Casual Dining,"Andhra, North Indian, Biryani",700.0
Yes,No,3.5,6.0,Marathahalli,Delivery,"North Indian, Chinese, Biryani",500.0
Yes,No,3.8,58.0,Marathahalli,Quick Bites,"Healthy Food, South Indian, Fast Food, North Indian, Beverages",500.0
Yes,No,3.7,484.5,Marathahalli,Casual Dining,"North Indian, Chinese, Biryani, Andhra",500.0
Yes,No,3.7,0.0,Marathahalli,Quick Bites,"Healthy Food, Continental, North Indian, Chinese",500.0
Yes,No,3.1,6.0,Marathahalli,Delivery,"Biryani, North Indian",600.0
Yes,No,3.0,64.0,Marathahalli,Quick Bites,"North Indian, Chinese, Biryani",400.0
Yes,No,3.7,0.0,Marathahalli,Delivery,Biryani,500.0
Yes,No,3.6,97.0,Marathahalli,Cafe,Cafe,650.0
Yes,No,3.8,58.0,Brookefield,Beverage Shop,"Beverages, Desserts",400.0
Yes,No,3.8,16.0,"Varthur Main Road, Whitefield","Takeaway, Delivery","Bakery, Desserts",200.0
Yes,No,2.9000000000000004,83.0,Whitefield,Quick Bites,"North Indian, Chinese",300.0
Yes,No,3.7,0.0,Whitefield,Delivery,Biryani,300.0
Yes,No,3.5,13.0,"Varthur Main Road, Whitefield","Takeaway, Delivery",Bakery,200.0
Yes,No,3.7,0.0,Marathahalli,"Cafe, Quick Bites","Cafe, Fast Food, Beverages",300.0
Yes,No,3.7,17.0,"Varthur Main Road, Whitefield","Takeaway, Delivery","Juices, Beverages, Ice Cream",150.0
Yes,No,3.5,53.0,Whitefield,Delivery,Burger,300.0
Yes,No,3.0,19.0,Marathahalli,"Takeaway, Delivery",North Indian,250.0
Yes,No,2.9000000000000004,64.0,Whitefield,"Takeaway, Delivery","North Indian, Hyderabadi, Andhra, Chinese",600.0
Yes,No,4.0,151.0,Whitefield,Quick Bites,"North Indian, Mughlai",600.0
Yes,No,3.6,297.0,Whitefield,Quick Bites,"Continental, Chinese, Fast Food, Rolls, Momos",400.0
Yes,No,3.6,162.0,Marathahalli,Delivery,North Indian,400.0
Yes,No,3.7,0.0,Whitefield,"Takeaway, Delivery","North Indian, Chinese, Biryani, Fast Food",700.0
Yes,No,2.9000000000000004,102.0,Marathahalli,Casual Dining,"Biryani, North Indian, Chinese",600.0
Yes,No,3.3,405.0,Whitefield,Delivery,"North Indian, Fast Food",500.0
Yes,No,3.9,13.0,"Varthur Main Road, Whitefield","Takeaway, Delivery",South Indian,250.0
Yes,No,3.0,4.0,Marathahalli,Quick Bites,"North Indian, Chinese",450.0
Yes,No,3.7,0.0,"ITPL Main Road, Whitefield",Quick Bites,"North Indian, Chinese",250.0
Yes,No,3.7,241.0,Marathahalli,Quick Bites,"North Indian, Rolls",400.0
Yes,No,4.3,200.0,"ITPL Main Road, Whitefield","Takeaway, Delivery",Pizza,600.0
Yes,Yes,4.4,484.5,Marathahalli,Casual Dining,"Chinese, Momos",800.0
Yes,No,4.2,218.0,Brookefield,Sweet Shop,"Mithai, Street Food",400.0
Yes,No,3.0,15.0,Marathahalli,Quick Bites,"Pizza, Burger, Fast Food, Beverages",450.0
Yes,No,3.4,308.0,Marathahalli,Quick Bites,"North Indian, Chinese",300.0
Yes,No,3.1,105.0,Marathahalli,Quick Bites,"North Indian, Chinese, South Indian, Biryani",400.0
Yes,No,2.9000000000000004,15.0,Marathahalli,"Takeaway, Delivery","North Indian, Chinese, South Indian",600.0
Yes,No,3.0,208.0,Marathahalli,Quick Bites,South Indian,450.0
Yes,No,3.5,338.0,Marathahalli,Casual Dining,"Arabian, Chinese, Kerala, North Indian, Biryani",1000.0
Yes,No,3.7,0.0,Whitefield,Quick Bites,"Biryani, North Indian, Chinese, Rolls, Beverages",400.0
Yes,No,3.1,39.0,Marathahalli,Delivery,"Continental, Chinese, Fast Food",450.0
Yes,No,3.0,11.0,Whitefield,Delivery,Biryani,400.0
Yes,No,3.1,125.0,Whitefield,Casual Dining,"Chinese, North Indian, Biryani",550.0
Yes,Yes,3.5,151.0,Marathahalli,Casual Dining,"North Indian, Chinese",800.0
Yes,No,3.3,387.0,Whitefield,Casual Dining,"Biryani, North Indian, Chinese",800.0
Yes,No,3.1,18.0,Whitefield,Delivery,North Indian,300.0
Yes,No,2.9000000000000004,6.0,Whitefield,Delivery,Biryani,400.0
Yes,No,3.4,372.0,Whitefield,Casual Dining,"North Indian, Chinese, Biryani",500.0
Yes,No,2.9000000000000004,8.0,Whitefield,Delivery,North Indian,500.0
Yes,No,3.2,30.0,Marathahalli,Casual Dining,"Biryani, Hyderabadi",650.0
Yes,No,3.6,9.0,Whitefield,Delivery,North Indian,400.0
Yes,No,3.0,394.0,Brookefield,Quick Bites,"Burger, Fast Food",500.0
Yes,No,3.8,9.0,Marathahalli,Delivery,"North Indian, Biryani",450.0
Yes,No,3.7,0.0,Marathahalli,Quick Bites,"North Indian, South Indian",200.0
Yes,No,3.9,84.0,Marathahalli,Quick Bites,"Hyderabadi, Biryani",300.0
Yes,No,3.3,86.0,Marathahalli,Quick Bites,"Biryani, Chinese, North Indian",300.0
Yes,No,3.7,0.0,Marathahalli,Quick Bites,"North Indian, South Indian",250.0
Yes,No,3.7,0.0,Whitefield,Delivery,North Indian,400.0
Yes,No,3.7,0.0,Whitefield,Quick Bites,North Indian,400.0
Yes,No,3.7,52.0,Whitefield,Delivery,North Indian,350.0
Yes,No,3.7,0.0,Whitefield,Delivery,North Indian,400.0
Yes,No,3.7,175.0,Whitefield,Delivery,"North Indian, Continental",500.0
Yes,No,4.5,110.0,Marathahalli,"Beverage Shop, Dessert Parlor","Beverages, Desserts",400.0
Yes,No,3.9,81.0,Marathahalli,Quick Bites,"North Indian, Chinese, Biryani",400.0
Yes,No,2.9000000000000004,158.0,Marathahalli,Quick Bites,North Indian,300.0
Yes,No,3.9,162.0,Whitefield,Delivery,Kerala,300.0
Yes,No,2.9000000000000004,75.0,Marathahalli,Quick Bites,North Indian,400.0
Yes,No,2.9000000000000004,67.0,Marathahalli,Quick Bites,North Indian,500.0
Yes,No,3.7,0.0,Whitefield,"Takeaway, Delivery","North Indian, Biryani",500.0
Yes,No,2.9000000000000004,329.0,Marathahalli,Casual Dining,"Hyderabadi, North Indian, Chinese, Biryani",700.0
Yes,No,4.0,306.0,Marathahalli,Quick Bites,Street Food,150.0
Yes,No,3.1,152.0,Marathahalli,Casual Dining,"Bengali, Chinese, North Indian",600.0
Yes,No,3.2,31.0,Whitefield,Quick Bites,Biryani,300.0
Yes,No,3.5,11.0,Marathahalli,Quick Bites,"Fast Food, Burger",200.0
Yes,No,3.7,0.0,Whitefield,Delivery,Andhra,400.0
Yes,No,3.6,18.0,Whitefield,Quick Bites,"North Indian, Chinese, Andhra",500.0
Yes,No,4.2,78.0,Whitefield,"Takeaway, Delivery","North Indian, Mughlai, Fast Food",500.0
Yes,No,3.3,225.0,Marathahalli,Quick Bites,"North Indian, Fast Food, Rolls",250.0
Yes,No,3.1,216.0,Marathahalli,Casual Dining,"Chinese, South Indian, Andhra, North Indian, Biryani",650.0
Yes,No,3.3,68.0,Marathahalli,"Beverage Shop, Quick Bites","Beverages, Sandwich",250.0
Yes,Yes,3.9,484.5,Whitefield,Casual Dining,"Arabian, North Indian, Chinese, Salad, Beverages",750.0
Yes,No,3.0,458.0,Brookefield,Quick Bites,"Pizza, Fast Food",800.0
Yes,No,3.0,7.0,Whitefield,Casual Dining,North Indian,600.0
Yes,No,3.3,7.0,Whitefield,Quick Bites,"Fast Food, North Indian",500.0
Yes,No,4.1,484.5,Marathahalli,Dessert Parlor,"Desserts, Beverages",500.0
Yes,No,3.1,6.0,Marathahalli,"Takeaway, Delivery","Italian, North Indian, Biryani",500.0
Yes,No,4.0,167.0,Marathahalli,Dessert Parlor,"Desserts, Street Food, Sandwich, Beverages",350.0
Yes,No,4.0,171.0,Whitefield,Bakery,"Bakery, Desserts",500.0
Yes,No,3.8,23.0,"ITPL Main Road, Whitefield",Delivery,"Bakery, Desserts",500.0
No,No,4.1,484.5,Brookefield,Quick Bites,"North Indian, South Indian, Chinese, Street Food, Mithai",500.0
No,Yes,4.2,65.0,Brookefield,"Cafe, Bakery","Cafe, Bakery, Fast Food",400.0
No,No,3.1,10.0,Whitefield,"Takeaway, Delivery",Pizza,500.0
Yes,No,2.9000000000000004,125.0,Whitefield,Casual Dining,"North Indian, Chinese, Arabian, Biryani, Fast Food",500.0
Yes,No,3.1,16.0,Marathahalli,Quick Bites,North Indian,400.0
Yes,No,3.3,184.0,Marathahalli,Quick Bites,"Fast Food, Biryani, Rolls",350.0
Yes,No,4.2,402.0,Whitefield,Delivery,North Indian,400.0
Yes,Yes,4.3,330.0,Whitefield,"Casual Dining, Cafe","North Indian, Continental, Italian, Cafe",1175.0
Yes,No,3.7,484.5,Marathahalli,Casual Dining,"Biryani, Mughlai, Chinese, Arabian",700.0
Yes,No,3.5,108.0,Marathahalli,Quick Bites,"North Indian, Fast Food, Street Food",300.0
Yes,No,4.1,48.0,Marathahalli,Delivery,"Mexican, Italian",600.0
Yes,No,3.2,484.5,Whitefield,Delivery,"Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger",450.0
Yes,No,4.2,484.5,Marathahalli,Casual Dining,"Biryani, Seafood, Andhra, North Indian",600.0
Yes,No,3.9,114.0,"ITPL Main Road, Whitefield",Quick Bites,"Burger, Fast Food, Beverages",600.0
Yes,No,4.1,319.0,Marathahalli,Delivery,"North Indian, Chinese",300.0
Yes,No,4.5,224.0,Marathahalli,Quick Bites,"Chinese, Beverages, Momos, Thai",300.0
Yes,No,3.1,92.0,Marathahalli,Quick Bites,"North Indian, Chinese, Rolls",300.0
Yes,No,3.7,45.0,Brookefield,"Beverage Shop, Quick Bites","Beverages, Fast Food",300.0
No,No,3.4,230.0,Brookefield,Casual Dining,"Chettinad, Chinese, South Indian",550.0
Yes,No,3.7,484.5,"ITPL Main Road, Whitefield",Quick Bites,Pizza,750.0
Yes,No,4.0,58.0,Whitefield,Dessert Parlor,"Desserts, Ice Cream",300.0
Yes,No,3.8,107.0,Brookefield,Casual Dining,"North Indian, Andhra, BBQ, Seafood, Chinese",800.0
Yes,No,3.2,484.5,Brookefield,Quick Bites,"Arabian, Mughlai, Chinese, Kebab, Fast Food",400.0
Yes,No,4.0,239.0,Marathahalli,Quick Bites,"Street Food, Fast Food, Rolls, Desserts",200.0
Yes,No,3.9,191.0,Whitefield,Quick Bites,"North Indian, Chinese",300.0
Yes,No,4.0,176.0,"ITPL Main Road, Whitefield",Delivery,"North Indian, Biryani, Fast Food",500.0
Yes,No,3.9,484.5,Marathahalli,Casual Dining,"South Indian, North Indian, Kerala, Seafood",450.0
Yes,No,3.5,18.0,Brookefield,Quick Bites,"North Indian, South Indian, Chinese, Biryani",400.0
Yes,No,3.1,158.0,Brookefield,Quick Bites,"North Indian, Chinese, Biryani",450.0
Yes,No,4.0,484.5,Whitefield,Delivery,North Indian,400.0
Yes,No,3.7,32.0,"Varthur Main Road, Whitefield","Takeaway, Delivery","South Indian, North Indian, Chinese, Street Food",200.0
Yes,No,3.3,44.0,Marathahalli,Quick Bites,"Chinese, North Indian",300.0
No,Yes,3.1,19.0,Brookefield,Quick Bites,"Biryani, Beverages, South Indian",400.0
Yes,No,4.2,334.0,Marathahalli,"Quick Bites, Sweet Shop","Street Food, Mithai, North Indian, Beverages, Desserts",200.0
Yes,No,3.1,71.0,Whitefield,Quick Bites,North Indian,400.0
Yes,Yes,3.9,484.5,Whitefield,Casual Dining,"Biryani, North Indian, Kebab",800.0
Yes,No,3.8,32.0,"Varthur Main Road, Whitefield","Takeaway, Delivery","Chinese, Thai",200.0
Yes,No,4.4,484.5,Old Airport Road,Delivery,"Desserts, Bakery",600.0
No,No,3.7,27.0,Brookefield,Quick Bites,"Bengali, Oriya, Chinese, North Indian",150.0
Yes,No,4.5,484.5,Marathahalli,Dessert Parlor,"Ice Cream, Desserts",400.0
Yes,No,3.7,21.0,Whitefield,Sweet Shop,"Mithai, Fast Food",200.0
No,No,3.2,8.0,Brookefield,Quick Bites,"North Indian, Chinese",250.0
Yes,No,4.1,284.0,Marathahalli,Dessert Parlor,"Desserts, Ice Cream",300.0
No,No,2.9000000000000004,140.0,Brookefield,Casual Dining,"South Indian, North Indian, Chinese",400.0
No,No,2.9000000000000004,484.5,Brookefield,Casual Dining,"Andhra, Biryani, North Indian, Chinese",650.0
No,No,3.6,97.0,Brookefield,Quick Bites,"North Indian, Chinese",450.0
Yes,No,4.3,484.5,Whitefield,Dessert Parlor,"Ice Cream, Desserts",400.0
No,No,3.7,28.0,Brookefield,Casual Dining,"North Indian, Chinese",600.0
No,No,3.7,0.0,Brookefield,Mess,"Andhra, North Indian, South Indian",300.0
Yes,No,3.8,178.0,Whitefield,Quick Bites,"North Indian, Fast Food, Beverages",400.0
No,No,3.4,13.0,Brookefield,Quick Bites,"South Indian, North Indian, Chinese",300.0
No,No,3.7,0.0,Brookefield,Bakery,"Bakery, Desserts",300.0
No,No,3.2,19.0,Brookefield,Bakery,"Bakery, Fast Food, Desserts",300.0
No,No,3.3,5.0,Brookefield,Quick Bites,South Indian,200.0
No,No,3.7,32.0,Brookefield,Quick Bites,Kerala,200.0
No,No,3.7,0.0,Brookefield,Quick Bites,"North Indian, Chinese, American, Italian, Fast Food",400.0
Yes,No,3.7,0.0,Brookefield,"Takeaway, Delivery",Chinese,200.0
Yes,No,4.1,74.0,Marathahalli,Delivery,Pizza,750.0
Yes,No,3.8,63.0,Marathahalli,Cafe,"Cafe, Burger, Beverages",650.0
Yes,No,3.8,26.0,Marathahalli,Quick Bites,"Bihari, North Indian, South Indian",150.0
Yes,No,4.0,484.5,Brookefield,Casual Dining,"Biryani, Andhra, North Indian, Chinese",800.0
Yes,No,3.7,111.0,Whitefield,Delivery,"Andhra, North Indian",200.0
Yes,No,3.4,242.0,"Varthur Main Road, Whitefield",Quick Bites,North Indian,300.0
No,No,3.2,22.0,Brookefield,Casual Dining,"South Indian, North Indian",400.0
No,No,3.3,21.0,Brookefield,Dessert Parlor,"Ice Cream, Desserts",400.0
Yes,No,3.9,24.0,Marathahalli,"Dessert Parlor, Beverage Shop","Desserts, Beverages, Ice Cream",300.0
No,No,3.0,18.0,Brookefield,Fine Dining,"Chinese, Thai",600.0
No,No,3.4,19.0,Brookefield,Quick Bites,"North Indian, Chinese, Mithai",200.0
No,No,2.9000000000000004,229.0,Brookefield,Casual Dining,North Indian,450.0
Yes,Yes,4.5,484.5,Marathahalli,"Casual Dining, Cafe","Pizza, Cafe, Italian",600.0
No,No,3.0,8.0,Brookefield,Quick Bites,Biryani,300.0
No,No,3.2,4.0,Brookefield,Food Court,Street Food,500.0
No,No,3.2,4.0,Brookefield,Quick Bites,"Andhra, Chinese, South Indian",400.0
No,No,3.7,0.0,Brookefield,Quick Bites,South Indian,200.0
No,No,3.7,0.0,Brookefield,Quick Bites,"Andhra, Biryani, Chinese",400.0
No,No,3.7,0.0,Brookefield,Quick Bites,"Street Food, Maharashtrian",200.0
No,No,3.7,0.0,Brookefield,Mess,"Andhra, Chinese",300.0
No,No,3.3,4.0,Brookefield,Food Court,Beverages,300.0
No,No,3.7,0.0,Brookefield,Quick Bites,"Biryani, Kebab",300.0
No,No,3.7,0.0,Brookefield,Quick Bites,North Indian,400.0
No,No,3.7,0.0,Brookefield,"Takeaway, Delivery",North Indian,500.0
No,No,3.7,0.0,Brookefield,Casual Dining,"North Indian, Chinese",600.0
No,No,3.7,0.0,Brookefield,"Takeaway, Delivery","North Indian, Chinese, Italian",200.0
